#,Citation ID,Citaton Type,Standard,Issuance Date,Abatement Due Date,Current Penalty,Initial Penalty,FTA Penalty,Contest,Latest Event,Note,activity_code
1.0,1001,Repeat,19100303 G01,10/12/2022,,"$68,365","$68,365",$0,10/20/2022,C - Contested,,1605438.015
1.0,1001,Repeat,19100037 A03,12/12/2022,12/30/2022,"$145,027","$145,027",$0,,Z - Issued,,1601808.015
2.0,1002,Repeat,19100303 G01 II,12/12/2022,12/30/2022,"$145,027","$145,027",$0,,Z - Issued,,1601808.015
1.0,1001,Willful,19100037 A03,10/26/2022,11/07/2022,"$145,027","$145,027",$0,10/28/2022,C - Contested,,1599901.015
2.0,2001,Repeat,19100037 B02,10/26/2022,11/07/2022,"$11,396","$11,396",$0,10/28/2022,C - Contested,,1599901.015
3.0,2002,Repeat,19100305 B01 II,10/26/2022,11/07/2022,"$91,157","$91,157",$0,10/28/2022,C - Contested,,1599901.015
1.0,1001,Serious,19100022 A03,10/26/2022,,"$9,116","$9,116",$0,,Z - Issued,,1598544.015
2.0,1002,Serious,19100028 B11 II,10/26/2022,,"$9,116","$9,116",$0,,Z - Issued,,1598544.015
3.0,1003,Serious,19100036 D01,10/26/2022,,"$9,116","$9,116",$0,,Z - Issued,,1598544.015
4.0,2001,Repeat,19100022 A01,10/26/2022,,"$91,157","$91,157",$0,,Z - Issued,,1598544.015
5.0,2002,Repeat,19100037 A03,10/26/2022,,"$91,157","$91,157",$0,,Z - Issued,,1598544.015
6.0,2003,Repeat,19100176 B,10/26/2022,,"$91,157","$91,157",$0,,Z - Issued,,1598544.015
7.0,2004,Repeat,19100303 G01 II,10/26/2022,,"$91,157","$91,157",$0,,Z - Issued,,1598544.015
1.0,1001,Repeat,19100036 G02,06/07/2022,06/13/2022,"$4,500","$6,000",$0,,I - Informal Settlement,,1597620.015
2.0,1002,Repeat,19100303 G01,06/07/2022,06/13/2022,"$4,500","$6,000",$0,,I - Informal Settlement,,1597620.015
3.0,2001,Serious,19100036 D01,06/07/2022,06/13/2022,"$3,375","$4,500",$0,,I - Informal Settlement,,1597620.015
4.0,3001,Other,19100176 C,06/07/2022,06/13/2022,"$1,010","$1,350",$0,,I - Informal Settlement,,1597620.015
1.0,1001,Repeat,19100022 A01,10/26/2022,11/22/2022,"$136,741","$136,741",$0,10/28/2022,C - Contested,,1597065.015
2.0,1002,Repeat,19100037 A03,10/26/2022,11/22/2022,"$145,027","$145,027",$0,10/28/2022,C - Contested,,1597065.015
3.0,1003,Repeat,19100303 G01 II,10/26/2022,11/22/2022,"$136,741","$136,741",$0,10/28/2022,C - Contested,,1597065.015
1.0,1001,Willful,19100022 A01,10/26/2022,11/22/2022,"$136,736","$136,736",$0,10/28/2022,C - Contested,,1596914.015
2.0,1002,Willful,19100037 A03,10/26/2022,11/22/2022,"$136,736","$136,736",$0,10/28/2022,C - Contested,,1596914.015
3.0,1003,Willful,19100176 B,10/26/2022,11/22/2022,"$136,736","$136,736",$0,10/28/2022,C - Contested,,1596914.015
4.0,2001,Repeat,19100037 B02,10/26/2022,,"$2,277","$2,277",$0,10/28/2022,C - Contested,,1596914.015
5.0,2002,Repeat,19100157 C01,10/26/2022,11/22/2022,"$11,396","$11,396",$0,10/28/2022,C - Contested,,1596914.015
1.0,1001,Repeat,19100157 E02,07/29/2022,08/24/2022,"$1,935","$1,935",$0,,Z - Issued,,1594459.015
2.0,2001,Other,19100037 B04,07/29/2022,,$0,$0,$0,,Z - Issued,,1594459.015
3.0,2002,Other,19100157 C01,07/29/2022,,$0,$0,$0,,Z - Issued,,1594459.015
1.0,1001,Serious,19100022 A03,10/26/2022,11/22/2022,"$6,837","$6,837",$0,10/28/2022,C - Contested,,1593249.015
2.0,2001,Willful,19100022 A01,10/26/2022,11/22/2022,"$136,736","$136,736",$0,10/28/2022,C - Contested,,1593249.015
3.0,2002,Willful,19100037 A03,10/26/2022,11/22/2022,"$145,027","$145,027",$0,10/28/2022,C - Contested,,1593249.015
4.0,2003,Willful,19100176 B,10/26/2022,11/22/2022,"$136,736","$136,736",$0,10/28/2022,C - Contested,,1593249.015
5.0,2004,Willful,19100303 G01 II,10/26/2022,11/22/2022,"$136,736","$136,736",$0,10/28/2022,C - Contested,,1593249.015
6.0,3001,Repeat,19100157 C01,10/26/2022,11/22/2022,"$11,396","$11,396",$0,10/28/2022,C - Contested,,1593249.015
7.0,3002,Repeat,19100157 E02,10/26/2022,11/22/2022,"$2,277","$2,277",$0,10/28/2022,C - Contested,,1593249.015
1.0,1001,Willful,19100022 A01,10/26/2022,11/22/2022,"$136,736","$136,736",$0,10/28/2022,C - Contested,,1592570.015
2.0,1002,Willful,19100037 A03,10/26/2022,11/22/2022,"$145,027","$145,027",$0,10/28/2022,C - Contested,,1592570.015
3.0,1003,Willful,19100176 B,10/26/2022,11/22/2022,"$136,736","$136,736",$0,10/28/2022,C - Contested,,1592570.015
4.0,2001,Repeat,19100157 C01,10/26/2022,,"$11,396","$11,396",$0,10/28/2022,C - Contested,,1592570.015
1.0,1001,Willful,19100037 A03,10/06/2022,10/26/2022,"$136,736","$136,736",$0,10/11/2022,C - Contested,,1590571.015
2.0,2001,Repeat,19100157 C01,10/06/2022,10/26/2022,"$136,741","$136,741",$0,10/11/2022,C - Contested,,1590571.015
3.0,2002,Repeat,19100303 G01 II,10/06/2022,10/26/2022,"$136,741","$136,741",$0,10/11/2022,C - Contested,,1590571.015
1.0,1001,Repeat,19100037 A03,10/06/2022,10/26/2022,"$145,027","$145,027",$0,10/11/2022,C - Contested,,1590827.015
2.0,1002,Repeat,19100157 C01,10/06/2022,10/26/2022,"$22,792","$22,792",$0,10/11/2022,C - Contested,,1590827.015
3.0,1003,Repeat,19100176 B,10/06/2022,10/26/2022,"$145,027","$145,027",$0,10/11/2022,C - Contested,,1590827.015
1.0,1001,Willful,19100022 A01,10/06/2022,10/19/2022,"$136,736","$136,736",$0,10/11/2022,C - Contested,,1589448.015
2.0,1002,Willful,19100037 A03,10/06/2022,,"$136,736","$136,736",$0,10/11/2022,C - Contested,,1589448.015
3.0,1003,Willful,19100303 G01 II,10/06/2022,10/19/2022,"$136,736","$136,736",$0,10/11/2022,C - Contested,,1589448.015
1.0,1001,Repeat,19100036 D01,10/06/2022,11/02/2022,"$145,027","$145,027",$0,10/12/2022,C - Contested,,1588719.015
2.0,1002,Repeat,19100036 G02,10/06/2022,11/02/2022,"$145,027","$145,027",$0,10/12/2022,C - Contested,,1588719.015
3.0,1003,Repeat,19100037 A03,10/06/2022,11/02/2022,"$145,027","$145,027",$0,10/12/2022,C - Contested,,1588719.015
4.0,1004,Repeat,19100157 C01,10/06/2022,11/02/2022,"$22,792","$22,792",$0,10/12/2022,C - Contested,,1588719.015
5.0,1005,Repeat,19100303 G01 II,10/06/2022,11/02/2022,"$91,157","$91,157",$0,10/12/2022,C - Contested,,1588719.015
1.0,1001,Willful,19100036 D01,05/26/2022,,"$145,027","$145,027",$0,,I - Informal Settlement,,1571861.015
1.0,01001,Willful,19100036 D01,05/26/2022,07/29/2022,"$145,027","$145,027",$0,,I - Informal Settlement,,1566292.015
2.0,01002,Willful,19100037 A03,05/26/2022,07/29/2022,"$145,027","$145,027",$0,,I - Informal Settlement,,1566292.015
3.0,01003A,Willful,19100157 C01,05/26/2022,07/29/2022,"$145,027","$145,027",$0,,I - Informal Settlement,,1566292.015
4.0,01003B,Willful,19100303 G01,05/26/2022,06/29/2022,$0,$0,$0,,I - Informal Settlement,,1566292.015
1.0,1001,Willful,19100022 A01,02/23/2022,03/07/2022,"$102,552","$136,736",$0,,I - Informal Settlement,,1550484.015
2.0,1002,Willful,19100176 B,02/23/2022,03/07/2022,"$102,552","$136,736",$0,,I - Informal Settlement,,1550484.015
1.0,1001,Willful,19100022 A01,02/23/2022,03/07/2022,"$102,552","$136,736",$0,,I - Informal Settlement,,1550619.015
2.0,1002,Willful,19100303 G01 II,02/23/2022,03/07/2022,"$102,552","$136,736",$0,,I - Informal Settlement,,1550619.015
3.0,2001,Other,19100037 B02,02/23/2022,03/07/2022,$0,$0,$0,,I - Informal Settlement,,1550619.015
1.0,1001,Willful,19100037 A03,02/23/2022,03/14/2022,"$102,552","$136,736",$0,,I - Informal Settlement,,1550627.015
2.0,2001,Other,19100303 B02,02/23/2022,03/14/2022,$0,$0,$0,,I - Informal Settlement,,1550627.015
1.0,1001,Repeat,19100022 A01,12/08/2021,12/20/2021,"$96,550","$128,733",$0,,I - Informal Settlement,,1535419.015
2.0,1002,Repeat,19100176 B,12/08/2021,12/20/2021,"$48,271","$64,361",$0,,I - Informal Settlement,,1535419.015
3.0,1003,Repeat,19100303 G01 II,12/08/2021,12/20/2021,"$96,550","$128,733",$0,,I - Informal Settlement,,1535419.015
1.0,1001,Serious,19100037 A01,09/03/2021,,"$5,578","$8,582",$0,,I - Informal Settlement,,1522853.015
2.0,2001,Repeat,19100157 E03,09/03/2021,09/20/2021,"$13,950","$21,461",$0,,I - Informal Settlement,,1522853.015
1.0,1001,Serious,19100141 C01 I,04/08/2021,04/12/2021,"$1,755","$2,700",$0,,I - Informal Settlement,,1518325.015
1.0,1001,Serious,19100037 A03,03/30/2021,,"$10,728","$10,728",$0,,Z - Issued,,1510926.015
2.0,1002,Serious,19100304 F01 IV,03/30/2021,,"$8,582","$8,582",$0,,Z - Issued,,1510926.015
1.0,1001,Willful,19100037 A03,05/24/2021,06/02/2021,"$90,000","$128,726",$0,,I - Informal Settlement,,1509783.015
1.0,1001,Repeat,19100037 A03,05/19/2021,,"$45,053","$64,361",$0,,I - Informal Settlement,,1507692.015
2.0,1002,Repeat,19100303 G01,05/19/2021,,"$45,053","$64,361",$0,,I - Informal Settlement,,1507692.015
1.0,1001,Repeat,19040040 A,12/15/2020,,"$6,892","$10,604",$0,,I - Informal Settlement,,1492118.015
2.0,2001,Other,19101200 H03 IV,12/15/2020,01/29/2021,$0,$0,$0,,I - Informal Settlement,,1492118.015
1.0,01001A,Serious,19100303 B01 VIII,09/14/2020,10/08/2020,"$3,552","$7,104",$0,,I - Informal Settlement,,1489749.015
2.0,01001B,Serious,19100303 B08 I,09/14/2020,11/20/2020,$0,$0,$0,,I - Informal Settlement,,1489749.015
3.0,01001C,Serious,19100305 B02 I,09/14/2020,10/08/2020,$0,$0,$0,,I - Informal Settlement,,1489749.015
4.0,02001,Other,19100022 A01,09/14/2020,10/08/2020,$0,$0,$0,,I - Informal Settlement,,1489749.015
5.0,02002,Other,19100157 C01,09/14/2020,10/08/2020,$0,$0,$0,,I - Informal Settlement,,1489749.015
1.0,1001,Repeat,19100305 B02 I,04/15/2020,05/11/2020,"$6,500","$9,640",$0,,I - Informal Settlement,,1455672.015
2.0,1002,Repeat,19100305 G01 IV A,04/15/2020,05/11/2020,"$6,500","$9,640",$0,,I - Informal Settlement,,1455672.015
1.0,1001,Repeat,19100037 A03,06/03/2020,08/31/2020,"$53,015","$106,029",$0,,I - Informal Settlement,,1453868.015
1.0,1001,Other,19100037 B06,02/14/2020,02/24/2020,$0,$0,$0,,Z - Issued,,1451004.015
2.0,1002,Other,19100303 G01,02/14/2020,02/18/2020,$0,$0,$0,,Z - Issued,,1451004.015
1.0,1001,Serious,19100036 G02,01/03/2020,01/07/2020,$877,"$1,350",$0,,I - Informal Settlement,,1446881.015
2.0,1002,Serious,19100037 A03,01/03/2020,01/07/2020,$877,"$1,350",$0,,I - Informal Settlement,,1446881.015
3.0,1003,Serious,19100176 C,01/03/2020,01/07/2020,$877,"$1,350",$0,,I - Informal Settlement,,1446881.015
1.0,1001,Other,19100132 D01,03/16/2020,03/26/2020,$714,"$1,190",$0,,I - Informal Settlement,,1446325.015
2.0,1002,Other,19100134 C02 I,03/16/2020,03/26/2020,$714,"$1,190",$0,,I - Informal Settlement,,1446325.015
1.0,1001,Repeat,19100141 C01 I,09/30/2019,10/25/2019,$416,$416,$0,,Z - Issued,,1401913.015
1.0,1001,Other,19100141 D01,07/23/2019,07/31/2019,$0,$0,$0,,Z - Issued,,1393851.015
1.0,01001,Repeat,19100036 D01,07/02/2019,08/19/2019,$416,$416,$0,,Z - Issued,,1376785.015
2.0,02001A,Repeat,19100022 A01,07/02/2019,08/19/2019,$416,$416,$0,,Z - Issued,,1376785.015
3.0,02001B,Repeat,19100037 A03,07/02/2019,08/19/2019,$0,$0,$0,,Z - Issued,,1376785.015
1.0,1001,Serious,19100178 L02 I,05/22/2019,05/29/2019,"$2,500","$5,000",$0,,I - Informal Settlement,,1372897.015
1.0,1001,Serious,19100303 B02,08/17/2018,09/13/2018,"$3,535","$6,097",$0,,I - Informal Settlement,,1333332.015
2.0,2001,Repeat,19100305 B02 I,08/17/2018,09/13/2018,"$15,000","$30,487",$0,,I - Informal Settlement,,1333332.015
3.0,2002,Repeat,19100305 G01 IV,08/17/2018,09/13/2018,"$15,000","$30,487",$0,,I - Informal Settlement,,1333332.015
1.0,1001,Other,19100157 E02,08/17/2018,09/21/2018,$0,$0,$0,,I - Informal Settlement,,1332824.015
2.0,1002,Other,19100157 G02,08/17/2018,09/21/2018,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,1332824.015
1.0,1001,Willful,19100141 A03 I,08/17/2018,09/13/2018,"$7,622","$10,163",$0,,I - Informal Settlement,,1333021.015
2.0,1002,Willful,19100141 C01 I,08/17/2018,09/13/2018,"$7,622","$10,163",$0,,I - Informal Settlement,,1333021.015
1.0,1001,Serious,19100253 B04 III,06/01/2018,,"$5,488","$9,146",$0,,I - Informal Settlement,,1316798.015
1.0,1001,Repeat,19100022 A01,12/12/2017,,"$1,394","$1,991",$0,,I - Informal Settlement,,1279451.015
1.0,1001,Repeat,19100037 A03,02/08/2018,,"$79,000","$121,946",$0,,I - Informal Settlement,,1263006.015
2.0,1002,Repeat,19100157 C01,02/08/2018,,"$1,000","$1,848",$0,,I - Informal Settlement,,1263006.015
3.0,2001,Other,19100036 G02,02/08/2018,,$0,$0,$0,,I - Informal Settlement,,1263006.015
4.0,2002,Other,19100037 B03,02/08/2018,,$0,$0,$0,,I - Informal Settlement,,1263006.015
5.0,2003,Other,19100157 G01,02/08/2018,03/07/2018,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,1263006.015
1.0,1001,Other,19100141 A05,01/17/2017,02/10/2017,$559,"$1,118",$0,,I - Informal Settlement,,1200610.015
1.0,01001,Repeat,19100022 A01,06/01/2017,07/06/2017,"$20,020","$29,876",$0,,I - Informal Settlement,,1198147.015
2.0,01002A,Repeat,19100036 G02,06/01/2017,07/06/2017,"$20,020","$29,876",$0,,I - Informal Settlement,,1198147.015
3.0,01002B,Repeat,19100037 A03,06/01/2017,07/06/2017,$0,$0,$0,,I - Informal Settlement,,1198147.015
4.0,01003,Repeat,19100157 C01,06/01/2017,06/13/2017,"$9,961","$9,961",$0,,I - Informal Settlement,Citation has been deleted.,1198147.015
5.0,01004,Repeat,19100303 G01 II,06/01/2017,07/06/2017,"$9,961","$9,961",$0,,I - Informal Settlement,,1198147.015
6.0,02001,Other,19100038 F01,06/01/2017,07/06/2017,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,1198147.015
1.0,1001,Serious,19100022 A01,02/17/2017,,"$3,585","$5,975",$0,,I - Informal Settlement,,1188854.015
1.0,1001,Repeat,19100037 A03,09/08/2016,,"$70,547","$78,386",$0,,I - Informal Settlement,,1167163.015
2.0,1002,Repeat,19100157 C01,09/08/2016,,$0,"$39,193",$0,,I - Informal Settlement,Citation has been deleted.,1167163.015
3.0,1003,Repeat,19100303 G01,09/08/2016,,"$35,273","$39,193",$0,,I - Informal Settlement,,1167163.015
1.0,1001,Repeat,19100157 C01,04/06/2016,05/23/2016,$300,$440,$0,,I - Informal Settlement,,1132286.015
1.0,01001,Serious,19100141 A05,04/13/2016,05/09/2016,"$2,000","$2,550",$0,,I - Informal Settlement,,1123994.015
2.0,02001A,Other,19100138 A,04/13/2016,04/25/2016,$0,$850,$0,,I - Informal Settlement,,1123994.015
3.0,02001B,Other,19100132 D01,04/13/2016,04/25/2016,$0,$0,$0,,I - Informal Settlement,,1123994.015
1.0,01001A,Serious,19100141 C01 I,02/19/2016,02/23/2016,$780,"$1,200",$0,,I - Informal Settlement,,1121762.015
2.0,01001B,Serious,19100141 D02 I,02/19/2016,02/23/2016,$0,$0,$0,,I - Informal Settlement,,1121762.015
1.0,1001,Serious,19100037 B02,06/15/2016,07/05/2016,"$2,000","$3,300",$0,,I - Informal Settlement,,1114508.015
2.0,2001,Repeat,19100036 D01,06/15/2016,07/05/2016,"$45,000","$55,000",$0,,I - Informal Settlement,,1114508.015
3.0,2002,Repeat,19100037 A03,06/15/2016,07/05/2016,"$4,000","$5,500",$0,,I - Informal Settlement,,1114508.015
4.0,2003,Repeat,19100305 G01 IV A,06/15/2016,07/05/2016,"$4,000","$5,500",$0,,I - Informal Settlement,,1114508.015
5.0,3001,Other,19100303 F02,06/15/2016,07/31/2016,$0,$0,$0,,I - Informal Settlement,,1114508.015
1.0,01001A,Other,19100023 D01,01/28/2016,02/09/2016,"$2,000","$6,000",$0,,I - Informal Settlement,,1082459.015
2.0,01001B,Other,19100024 F,01/28/2016,02/09/2016,$0,$0,$0,,I - Informal Settlement,,1082459.015
3.0,01002,Serious,19100037 A03,01/28/2016,02/09/2016,"$2,000","$3,000",$0,,I - Informal Settlement,,1082459.015
4.0,01003A,Serious,19100037 B01,01/28/2016,02/09/2016,"$2,000","$5,000",$0,,I - Informal Settlement,,1082459.015
5.0,01003B,Serious,19100037 B05,01/28/2016,02/09/2016,$0,$0,$0,,I - Informal Settlement,Citation has been deleted.,1082459.015
6.0,01004A,Serious,19100303 F02,01/28/2016,02/09/2016,"$2,000","$3,000",$0,,I - Informal Settlement,,1082459.015
7.0,01004B,Serious,19100303 G01,01/28/2016,02/09/2016,$0,$0,$0,,I - Informal Settlement,,1082459.015
8.0,01004C,Serious,19100303 G01 II,01/28/2016,02/09/2016,$0,$0,$0,,I - Informal Settlement,,1082459.015
9.0,01005,Other,19100334 A03 III,01/28/2016,02/09/2016,"$2,000","$3,000",$0,,I - Informal Settlement,,1082459.015
10.0,01006A,Other,19101200 H02 III,01/28/2016,02/09/2016,"$1,500","$3,000",$0,,I - Informal Settlement,,1082459.015
11.0,01006B,Other,19101200 H03 IV,01/28/2016,02/09/2016,$0,$0,$0,,I - Informal Settlement,,1082459.015
12.0,02001,Willful,19100036 D01,01/28/2016,02/09/2016,"$49,000","$70,000",$0,,I - Informal Settlement,,1082459.015
13.0,02002,Willful,19100037 A03,01/28/2016,02/09/2016,"$49,000","$70,000",$0,,I - Informal Settlement,,1082459.015
14.0,03001,Other,19100157 G02,01/28/2016,02/09/2016,$0,$0,$0,,I - Informal Settlement,,1082459.015
1.0,1001,Serious,19100036 G02,09/14/2015,,"$1,800","$3,000",$0,,I - Informal Settlement,,1079844.015
2.0,1002,Serious,19100037 A03,09/14/2015,,"$1,800","$3,000",$0,,I - Informal Settlement,,1079844.015
1.0,1001,Other,19100178 M05 III,11/30/2015,12/10/2015,"$4,200","$6,000",$0,,I - Informal Settlement,,1083884.015
1.0,1001,Repeat,19100037 A03,10/08/2015,,"$27,500","$55,000",$0,,I - Informal Settlement,,1062209.015
2.0,2001,Other,19040040 A,10/08/2015,,$550,"$1,100",$0,,I - Informal Settlement,,1062209.015
1.0,1001,Serious,19100037 A03,11/10/2014,11/14/2014,"$2,450","$3,750",$0,,I - Informal Settlement,,317843498.0
1.0,1001,Repeat,19100036 G02,06/16/2014,07/18/2014,"$5,000","$10,000",$0,,I - Informal Settlement,,317403848.0
1.0,1001,Other,19100037 A03,08/19/2013,08/22/2013,$0,$0,$0,,-,,316785211.0
2.0,1002,Other,19100303 G01 II,08/19/2013,08/22/2013,$0,$0,$0,,-,,316785211.0
1.0,01001,Serious,95012901,11/22/2013,11/27/2013,"$2,800","$4,000",$0,,I - Informal Settlement,,317275378.0
2.0,02001,Other,19100026 C02 VII,11/22/2013,11/27/2013,$840,"$1,200",$0,,I - Informal Settlement,,317275378.0
3.0,02002A,Other,19101200 B04 II,11/22/2013,01/13/2014,$840,"$1,200",$0,,I - Informal Settlement,,317275378.0
4.0,02002B,Other,19101200 B04 III,11/22/2013,12/19/2013,$0,$0,$0,,I - Informal Settlement,,317275378.0
1.0,1001,Serious,19101200 G08,12/12/2012,01/09/2013,"$1,934","$2,975",$0,,I - Informal Settlement,,316547587.0
1.0,1001,Other,19100303 G01 IA,10/18/2012,11/13/2012,$0,$0,$0,,-,,316754340.0
1.0,1001,Other,19100037 A03,04/04/2011,04/07/2011,$0,$0,$0,,-,,313826208.0
2.0,1002,Other,19100157 C01,04/04/2011,04/07/2011,$0,$0,$0,,-,,313826208.0
3.0,1003,Other,19100303 G01 II,04/04/2011,04/07/2011,$0,$0,$0,,-,,313826208.0
1.0,1001,Other,19100305 B02,02/04/2010,03/03/2010,$975,"$2,750",$0,,I - Informal Settlement,,314021304.0
2.0,2001,Other,19100037 A04,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
3.0,2002,Other,19100157 C01,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
4.0,2003,Other,19100157 E02,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
5.0,2004,Other,19100305 G01 IVA,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
6.0,2005,Other,19101200 H01 I,02/04/2010,03/03/2010,$0,$0,$0,,-,,314021304.0
